id,name,gender,birth_date,birth_city,birth_country,birth_continent,alive,prize_year,prize_category,prize_sort_order,prize_portion,prize_status,prize_motivation,prize_amount_adjusted,prize_affiliation_name,prize_affiliation_city,prize_affiliation_country,age
1020,Center for Civil Liberties,organization,2007,Kyiv,Kyiv,Europe,1,2022,Peace,3,1/3,received,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",10852166,,,,15
431,César Milstein,male,1927,Bahia Blanca,Argentina,South America,0,1984,Physiology or Medicine,3,1/3,received,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,4649450,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,57
384,Charles B. Huggins,male,1901,"Halifax, Nova Scotia",Canada,North America,0,1966,Physiology or Medicine,2,1/2,received,for his discoveries concerning hormonal treatment of prostatic cancer,3423267,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",USA,65
25,Charles Edouard Guillaume,male,1861,Fleurier,Switzerland,Europe,0,1920,Physics,1,1,received,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,2943814,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Sèvres,France,59
489,Charles G. Dawes,male,1865,"Marietta, OH",USA,North America,0,1925,Peace,2,1/2,received,for his crucial role in bringing about the Dawes Plan,3947396,,,,60
22,Charles Glover Barkla,male,1877,Widnes,United Kingdom,Europe,0,1917,Physics,1,1,received,for his discovery of the characteristic R&ouml;ntgen radiation of the elements,4819719,Edinburgh University,Edinburgh,United Kingdom,40
81,Charles H. Townes,male,1915,"Greenville, SC",USA,North America,0,1964,Physics,1,1/2,received,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",3476602,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,49
269,Charles J. Pedersen,male,1904,Pusan,South Korea,Asia,0,1987,Chemistry,3,1/3,received,for their development and use of molecules with structure-specific interactions of high selectivity,5255110,Du Pont,"Wilmington, DE",USA,83
838,Charles K. Kao,male,1933,Shanghai,China,Asia,0,2009,Physics,1,1/2,received,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,13471654,Standard Telecommunication Laboratories,Harlow,United Kingdom,76
987,Charles M. Rice,male,1952,"Sacramento, CA",USA,North America,1,2020,Physiology or Medicine,3,1/3,received,for the discovery of Hepatitis C virus,12017727,Rockefeller University,"New York, NY",USA,68
318,Charles Nicolle,male,1866,Rouen,France,Europe,0,1928,Physiology or Medicine,1,1,received,for his work on typhus,5480976,Institut Pasteur,Tunis,Tunisia,62
307,Charles Richet,male,1850,Paris,France,Europe,0,1913,Physiology or Medicine,1,1,received,in recognition of his work on anaphylaxis,8452258,Sorbonne University,Paris,France,63
68,Chen Ning Yang,male,1922,"Hofei, Anhwei",China,Asia,1,1957,Physics,1,1/2,received,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,3316482,Institute for Advanced Study,"Princeton, NJ",USA,35
319,Christiaan Eijkman,male,1858,Nijkerk,the Netherlands,Europe,0,1929,Physiology or Medicine,1,1/2,received,for his discovery of the antineuritic vitamin,6033512,Utrecht University,Utrecht,the Netherlands,71
241,Christian Anfinsen,male,1916,"Monessen, PA",USA,North America,0,1972,Chemistry,1,1/2,received,"for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation",4113011,National Institutes of Health,"Bethesda, MD",USA,56
404,Christian de Duve,male,1917,Thames Ditton,United Kingdom,Europe,0,1974,Physiology or Medicine,2,1/3,received,for their discoveries concerning the structural and functional organization of the cell,4011867,Rockefeller University,"New York, NY",USA,57
486,Christian Lange,male,1869,Stavanger,Norway,Europe,0,1921,Peace,2,1/2,received,for their lifelong contributions to the cause of peace and organized internationalism,3113620,,,,52
453,Christiane Nüsslein-Volhard,female,1942,Magdeburg,Germany,Europe,1,1995,Physiology or Medicine,2,1/3,received,for their discoveries concerning the genetic control of early embryonic development,11406186,Max-Planck-Institut für Entwicklungsbiologie,Tübingen,Germany,53
858,Christopher A. Pissarides,male,1948,Nicosia,Cyprus,Europe,1,2010,Economic Sciences,3,1/3,received,for their analysis of markets with search frictions,13300635,London School of Economics and Political Science,London,United Kingdom,62
873,Christopher A. Sims,male,1942,"Washington, D.C.",USA,North America,1,2011,Economic Sciences,2,1/2,received,for their empirical research on cause and effect in the macroeconomy,12964004,Princeton University,"Princeton, NJ",USA,69
153,Claude Cohen-Tannoudji,male,1933,Constantine,Algeria,Africa,1,1997,Physics,2,1/3,received,for development of methods to cool and trap atoms with laser light,11768210,Collège de France,Paris,France,64
662,Claude Simon,male,1913,Antananarivo,Madagascar,Africa,0,1985,Literature,1,1,received,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,4725513,,,,72
1034,Claudia Goldin,female,1946,"New York, NY",USA,North America,1,2023,Economic Sciences,1,1,received,for having advanced our understanding of women’s labour market outcomes,11000000,Harvard University,"Cambridge, MA",USA,77
146,Clifford G. Shull,male,1915,"Pittsburgh, PA",USA,North America,0,1994,Physics,2,1/2,received,for the development of the neutron diffraction technique,11370684,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,79
44,Clinton Davisson,male,1881,"Bloomington, IL",USA,North America,0,1937,Physics,1,1/2,received,for their experimental discovery of the diffraction of electrons by crystals,5797734,Bell Telephone Laboratories,"New York, NY",USA,56
772,Clive W.J. Granger,male,1934,Swansea,United Kingdom,Europe,0,2003,Economic Sciences,2,1/2,received,for methods of analyzing economic time series with common trends (cointegration),14515113,University of California,"San Diego, CA",USA,69
505,Cordell Hull,male,1871,"Olympus, TN",USA,North America,0,1945,Peace,1,1,received,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations,3073325,,,,74
333,Corneille Heymans,male,1892,Ghent,Belgium,Europe,0,1938,Physiology or Medicine,1,1,received,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,5585195,Ghent University,Ghent,Belgium,46
803,Craig C. Mello,male,1960,"New Haven, CT",USA,North America,1,2006,Physiology or Medicine,2,1/2,received,for their discovery of RNA interference - gene silencing by double-stranded RNA,14202095,University of Massachusetts Medical School,"Worcester, MA",USA,46
657,Czesław Miłosz,male,1911,Śeteniai,Lithuania,Europe,0,1980,Literature,1,1,received,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,3552364,,,,69
410,D. Carleton Gajdusek,male,1923,"Yonkers, NY",USA,North America,0,1976,Physiology or Medicine,2,1/2,received,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,4109175,National Institutes of Health,"Bethesda, MD",USA,53
520,Dag Hammarskjöld,male,1905,Jönköping,Sweden,Europe,0,1961,Peace,1,1,received,"for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter",3538571,,,,56
857,Dale T. Mortensen,male,1939,"Enterprise, OR",USA,North America,0,2010,Economic Sciences,2,1/3,received,for their analysis of markets with search frictions,13300635,Northwestern University,"Evanston, IL",USA,71
867,Dan Shechtman,male,1941,Tel Aviv,Israel,Asia,1,2011,Chemistry,1,1,received,for the discovery of quasicrystals,12964004,Technion - Israel Institute of Technology,Haifa,Israel,70
363,Daniel Bovet,male,1907,Neuchâtel,Switzerland,Europe,0,1957,Physiology or Medicine,1,1,received,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles",3316482,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,50
157,Daniel C. Tsui,male,1939,Henan,China,Asia,1,1998,Physics,3,1/3,received,for their discovery of a new form of quantum fluid with fractionally charged excitations,11941377,Princeton University,"Princeton, NJ",USA,59
759,Daniel Kahneman,male,1934,Tel Aviv,Israel,Asia,0,2002,Economic Sciences,1,1/2,received,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty",14794608,Princeton University,"Princeton, NJ",USA,68
733,Daniel L. McFadden,male,1937,"Raleigh, NC",USA,North America,1,2000,Economic Sciences,2,1/2,received,for his development of theory and methods for analyzing discrete choice,13932169,University of California,"Berkeley, CA",USA,63
415,Daniel Nathans,male,1928,"Wilmington, DE",USA,North America,0,1978,Physiology or Medicine,2,1/3,received,for the discovery of restriction enzymes and their application to problems of molecular genetics,3563166,Johns Hopkins University School of Medicine,"Baltimore, MD",USA,50
674,Dario Fo,male,1926,Leggiuno-Sangiano,Italy,Europe,0,1997,Literature,1,1,received,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,11768210,,,,71
406,David Baltimore,male,1938,"New York, NY",USA,North America,1,1975,Physiology or Medicine,1,1/3,received,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,4184870,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,37
1007,David Card,male,1956,Guelph,Canada,North America,1,2021,Economic Sciences,1,1/2,received,for his empirical contributions to labour economics,11760204,University of California,"Berkeley, CA",USA,65
423,David H. Hubel,male,1926,"Windsor, ON",Canada,North America,0,1981,Physiology or Medicine,2,1/4,received,for their discoveries concerning information processing in the visual system,3601563,Harvard Medical School,"Boston, MA",USA,55
776,David J. Gross,male,1941,"Washington, D.C.",USA,North America,1,2004,Physics,1,1/3,received,for the discovery of asymptotic freedom in the theory of the strong interaction,14460477,"University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",USA,63
928,David J. Thouless,male,1934,Bearsden,United Kingdom,Europe,0,2016,Physics,1,1/2,received,for theoretical discoveries of topological phase transitions and topological phases of matter,10204759,University of Washington,"Seattle, WA",USA,82
877,David J. Wineland,male,1944,"Milwaukee, WI",USA,North America,1,2012,Physics,2,1/2,received,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,10278707,National Institute of Standards and Technology,"Boulder, CO",USA,68
997,David Julius,male,1955,"New York, NY",USA,North America,1,2021,Physiology or Medicine,1,1/2,received,for their discoveries of receptors for temperature and touch,11760204,University of California,"San Francisco, CA",USA,66
149,David M. Lee,male,1931,"Rye, NY",USA,North America,1,1996,Physics,1,1/3,received,for their discovery of superfluidity in helium-3,11666895,Cornell University,"Ithaca, NY",USA,65
567,David Trimble,male,1944,Belfast,Northern Ireland,Europe,0,1998,Peace,2,1/2,received,for their efforts to find a peaceful solution to the conflict in Northern Ireland,11941377,,,,54
1003,David W.C. MacMillan,male,1968,Bellshill,United Kingdom,Europe,1,2021,Chemistry,2,1/2,received,for the development of asymmetric organocatalysis,11760204,Princeton University,"Princeton, NJ",USA,53
966,Denis Mukwege,male,1955,Bukavu,Democratic Republic of the Congo,Africa,1,2018,Peace,1,1/2,received,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,11064000,,,,63
93,Dennis Gabor,male,1900,Budapest,Hungary,Europe,0,1971,Physics,1,1,received,for his invention and development of the holographic method,4083661,Imperial College,London,United Kingdom,71
237,Derek Barton,male,1918,Gravesend,United Kingdom,Europe,0,1969,Chemistry,1,1/2,received,for their contributions to the development of the concept of conformation and its application in chemistry,3911199,Imperial College,London,United Kingdom,51
